,EX.UL,OLI.1,AST,OPC,EX.DL1,IN.VIP,EX.DL2,IN-PV,EX.NRGN,OLI.2,MGL,IN.SST,EX.NRG1,IN.SV2C,EX.DL3,END/PER,EX.DL4
NWD2,0.597426173,-0.418287492,-0.412511518,-0.333800289,0.855786961,-0.362556005,0.521670217,-0.076150212,-0.169130778,-0.41882467,-0.401966432,-0.367603535,1.036230105,-0.235720372,-0.278762568,-0.374710178,-0.167897653
CDH8,0.548612812,-0.300282465,-0.61127861,-0.611252237,0.565767907,0.073938393,0.830052117,-0.402987223,-0.233283245,-0.183698822,-0.576156238,0.718683491,-0.144162389,-0.057208706,0.210581963,-0.570128703,1.136266932
GALNTL6,0.709239938,-0.615551955,-0.605013411,-0.411441817,-0.130132894,1.83013006,-0.05484668,0.333955026,-0.547145285,-0.620707048,-0.576750096,0.430923133,0.237606056,0.152809727,-0.05630916,-0.554731801,-0.575282831
CNTNAP5,0.689895687,-0.807014723,-0.801015021,0.620877561,0.434829247,0.380282258,0.243587466,0.92560483,-0.707213088,-0.797228056,-0.780568946,0.161419631,-0.204495916,0.643896529,0.98355647,-0.724783933,-0.031336436
NIPAL2,0.744776358,-0.435975284,-0.429608392,-0.376237788,0.200510794,-0.079944799,0.634513825,-0.295900754,-0.297109747,-0.434947352,-0.259688299,-0.288743717,0.415203741,-0.219196997,0.679335775,-0.130782867,0.235804278
PKN2-AS1,0.578627336,-0.324200644,-0.180330537,-0.285705325,0.546741762,-0.270590468,0.118488092,-0.226219238,-0.322375929,-0.29425001,-0.343773029,-0.233736469,0.670589511,-0.218634872,0.237863101,-0.321985697,-0.158900835
RASGRF2,0.640040084,-0.07616343,-0.602490446,-0.589578357,-0.435829424,-0.305491707,-0.452866995,0.828219211,-0.27303623,0.337163834,-0.569544488,0.90873135,-0.082123872,0.272391962,0.129599962,0.172798381,-0.364621209
ERC2,0.675878728,-0.779003042,-0.829407134,-0.094539891,0.421344118,0.098254245,0.803570343,0.653826786,-0.612327952,-0.663231803,-0.705800156,-0.012807706,1.198961043,0.240827573,0.921730699,-0.80242812,1.08336467
CNTN3,0.623318288,-0.541995893,-0.554449196,0.273029284,0.278974588,0.230380205,1.036715301,-0.236086443,-0.439584825,-0.565377203,-0.550128093,0.279520181,0.207986962,-0.507493725,-0.024167986,-0.515869554,-0.316889293
AC092902.4,0.612236834,-0.324550557,0.098934165,-0.172248684,-0.245273824,-0.205336709,-0.228055133,-0.285164386,-0.225166884,-0.320533303,-0.292335552,-0.163082399,0.39985729,-0.212529154,0.79110667,-0.283959964,1.339525451
NECAB1,0.742398166,0.051638098,-0.701592906,-0.71195387,0.315987245,-0.365569219,0.274015562,-0.673529396,0.463073547,0.161549858,-0.660265563,-0.684725561,0.87209167,-0.188418236,-0.024308907,-0.598733058,-0.7061969
AC110296.1,0.631416455,-0.394281634,-0.392800254,-0.004331697,0.460532341,-0.041222606,0.46175968,-0.272231957,-0.376849493,-0.403690142,-0.389766765,-0.255559208,0.550260675,-0.242403228,-0.010571407,-0.360099626,-0.358555692
KCNB2,0.591375041,-0.585559462,-0.589030449,-0.516335579,0.822552518,0.302210528,0.989719965,-0.414166387,-0.506720462,-0.561495271,-0.571551976,0.489764407,0.352290055,0.084653091,0.605615118,-0.55718302,1.376121852
EFNA5,0.649766088,-0.771632754,0.1527081,-0.755628873,0.969433554,-0.31113834,0.617181316,0.019595881,-0.525817663,-0.758184256,-0.714661541,-0.097350993,1.111335769,-0.079350822,0.762810516,-0.600635172,0.509102559
SH3GL2,0.687606868,-0.647605623,-0.614090129,-0.533939875,0.90836769,-0.418829478,0.888444458,0.050078804,0.086965468,-0.650146645,-0.615926619,-0.212247082,0.991167499,-0.285873542,1.000529482,-0.58614881,0.595643277
AC021613.1,0.667846209,-0.26869082,-0.26904864,-0.263105822,-0.139162098,-0.259017234,0.125036162,-0.258776275,-0.209717178,-0.273229996,-0.192719629,-0.178246798,0.704566478,-0.258602061,0.642410294,-0.254342759,-0.196208549
ADAMTS3,0.730176339,-0.280594226,-0.253123592,-0.24380483,0.137485889,-0.225057994,-0.217202098,-0.247029237,-0.175281528,-0.276039553,-0.27477256,-0.272619254,0.914832621,-0.271326519,-0.050884864,-0.25319605,-0.24965778
KCNN2,0.543544825,-0.419556526,-0.300537482,0.071810555,-0.041619609,0.160894724,0.03625184,0.223773365,-0.347981855,-0.42061512,-0.417856852,-0.270402529,0.321231581,0.550105946,0.478009043,-0.390328293,-0.063185595
CHN1,0.751949844,-0.729513215,-0.368764463,-0.549650629,0.54203695,-0.666137398,0.764466788,-0.408879788,1.515676165,-0.833082184,-0.680597735,-0.22926766,0.766796693,-0.655850718,0.824172366,-0.336023619,0.493991037
LAMB1,0.657814115,-0.30705077,-0.286000849,-0.279163652,0.067681882,-0.117557033,-0.029684003,0.162267195,-0.187886236,-0.307886193,-0.299427493,-0.090561636,0.367395289,-0.122037535,-0.159124511,-0.028490276,-0.139145809
ZBBX,0.652334521,-0.325132949,-0.299893596,-0.300048406,0.4463835,-0.302270635,0.464045793,-0.126297982,-0.264369586,-0.317738977,-0.316783616,-0.194116561,0.307617208,-0.300931239,-0.136840314,-0.301455347,-0.226863262
HPCAL1,0.559707868,-0.258747132,-0.176656255,-0.198483797,-0.270608458,-0.104706655,-0.206547183,-0.304960936,0.262964117,-0.25037828,-0.090728426,-0.30631766,-0.147090181,0.814370982,0.436129134,0.085744371,0.320647096
AC073365.1,0.535646131,-0.359978849,-0.357715142,-0.338976316,1.438788669,-0.345865014,0.722970758,-0.336453661,-0.307617998,-0.356705954,-0.34604959,-0.343335672,0.01563826,-0.348597606,-0.206032519,-0.338533869,-0.228644615
LINC00326,0.790675929,-0.215336716,-0.216581832,-0.217144492,-0.209344403,-0.204524831,0.074063613,-0.204137346,-0.186428908,-0.217576738,-0.214035545,-0.205663448,-0.202348324,-0.159482627,-0.093100703,-0.208917102,-0.201159665
AC025887.2,0.576969623,-0.209806938,-0.154861995,-0.153111168,-0.115465269,-0.141793961,-0.148523802,-0.000346741,-0.213722693,-0.179846655,-0.212725898,-0.072762155,0.063505914,-0.17289151,0.26440428,-0.224311539,0.036749781
RYR2,0.712338304,-0.696479273,-0.864189098,-0.858736903,0.976050645,-0.268653283,1.133726601,0.223790103,-0.376624398,-0.613463112,-0.822510927,0.637029944,1.091176339,-0.080081203,1.227626532,-0.737104474,1.217992308
MCHR2,0.63724146,-0.293061881,-0.293789088,-0.294739856,0.420868768,-0.285077456,0.172734167,-0.283108083,-0.138490983,-0.286056722,-0.285677883,-0.281615676,0.714603479,-0.289123931,-0.001107892,-0.274231096,-0.278093822
PDE10A,0.507970444,-0.602593969,-0.644815921,-0.5126329,0.906988741,0.68438039,0.574419943,0.181561216,-0.546991622,-0.562768399,-0.654030764,0.345242046,0.105406174,0.782082801,0.286731328,0.032932209,0.219519037
PVT1,0.614107234,-0.350370754,-0.221397911,-0.105914248,-0.028463349,-0.044126436,0.103115193,-0.24753054,-0.314417459,-0.345502149,-0.14499946,-0.235009592,0.518880169,0.224486761,0.25906497,-0.30304995,-0.13743861
AC007368.1,0.562668882,-0.433784777,-0.431965323,-0.417276563,-0.122901804,0.350481241,0.454145854,0.277104131,-0.37879993,-0.423136873,-0.419934781,-0.276995728,1.110592078,0.753239509,-0.158535428,-0.39790376,-0.390024117
CADPS2,0.676844012,-0.620281887,-0.320222898,-0.285823629,0.461919532,-0.544944975,1.564001036,-0.542396191,-0.218084933,-0.620940722,-0.458606708,-0.585939391,1.228705905,-0.59660537,0.866698689,0.082992149,-0.53383788
SORCS1,0.616215766,-0.640365916,-0.637412548,0.494022608,0.684801372,0.241416465,0.847094404,-0.355950604,-0.445099348,-0.637561034,-0.542342776,-0.567677543,0.769798968,-0.028359387,0.25793537,-0.479580962,-0.392609597
AC011995.2,0.620938989,-0.35001198,-0.340838108,-0.325222148,0.562986813,-0.250161627,0.337173412,-0.248583453,-0.196975657,-0.345447238,-0.341796302,-0.234420877,0.496747152,-0.298684927,0.517616975,-0.328291733,-0.128645057
AC069133.1,0.648815705,-0.238527799,-0.232801452,-0.232661624,0.171910492,-0.082611521,0.031254971,-0.159669939,-0.211343742,-0.239923006,-0.227852768,-0.177568197,-0.036553099,-0.19330156,-0.033827261,-0.22706899,-0.118281198
LMO4,0.542311629,-0.489908919,-0.418181199,-0.35569281,0.664828317,-0.455707519,0.385813679,-0.420834438,1.292186572,-0.5066698,-0.415160517,-0.415930074,0.777830475,-0.324088553,0.174310848,-0.341607114,-0.181253383
CYP1B1-AS1,0.720619803,-0.244898898,-0.209737347,-0.176429114,-0.20606617,-0.21188572,-0.072893277,-0.13802653,-0.204092242,-0.237365733,-0.193633889,-0.087722658,-0.006984423,-0.113635609,-0.062465386,-0.020178229,0.713362955
PRKAG2,0.475535957,-0.541799349,-0.278122207,-0.295624825,0.262403891,-0.213502446,0.620723595,0.03416836,-0.296604176,-0.532005556,0.252322121,-0.111950578,0.716958377,-0.299184337,1.041318072,-0.134716635,-0.008880238
HOPX,0.606451983,-0.355292584,0.03282805,-0.35390218,0.220202322,-0.278264028,-0.146563722,-0.277227301,0.712098925,-0.394574774,-0.317213679,-0.263299143,0.191727904,-0.313173067,-0.280483445,-0.191846308,-0.332740504
SNAP25-AS1,0.453114989,-0.520627135,-0.486260611,-0.199107476,0.45988904,0.135245437,0.530622675,0.477219107,-0.394146816,-0.53859842,-0.527700657,0.190778145,0.45817736,0.215812926,0.376700646,-0.501729084,0.612992954
RIT2,0.429301229,-0.405865802,-0.400384624,0.368537369,0.195820463,-0.19366147,0.287549399,-0.248149877,-0.160555564,-0.397422574,-0.389929338,-0.306507949,1.426361913,-0.389228145,0.388556525,-0.378849539,0.550560679
ZNF385B,0.590202786,-0.706769691,-0.700547683,-0.668546375,0.784713434,-0.031915956,1.099445,0.458792988,-0.539201349,-0.705496488,-0.676884124,0.279062213,1.001782958,0.07372257,0.813835875,0.015942433,1.379558632
PTCHD1-AS,0.36473603,-0.465919083,0.727467488,-0.419835453,0.014553716,-0.273643726,0.367386748,-0.360069532,-0.42962241,-0.462558775,-0.411819338,-0.040283547,0.590508663,-0.309641741,0.738901312,-0.439550689,0.591994862
RPL31,0.277909642,-0.254836263,-0.166960935,-0.22686397,0.208033461,0.05284845,0.281242157,-0.10591204,0.045450748,-0.417864333,-0.111474882,0.154389832,0.165136045,-0.016582475,0.198734846,0.036164326,0.047904086
KCNH5,0.446037364,-0.446060366,-0.44125411,-0.012768477,1.351328169,-0.216970685,0.172829156,-0.326349728,-0.026899921,-0.448510135,-0.432127621,-0.245193548,-0.266756236,0.668524306,0.84360342,-0.396286761,-0.2684681
TCERG1L,0.581029903,-0.31657099,-0.311361476,-0.317399989,0.521316867,-0.030995798,0.195094112,-0.208331581,-0.073412831,-0.316627266,-0.296594765,-0.201094928,-0.048053394,0.086072518,0.174215705,-0.25002477,-0.288521532
NTNG1,0.431422459,-0.438088646,-0.323545212,1.235460625,0.183757406,-0.270983889,0.012716288,-0.352045385,-0.197170913,-0.437284471,-0.420073009,-0.352812513,-0.18539857,1.405997696,-0.324173617,-0.29147671,-0.421458947
PHYHIP,0.639936396,-0.496323339,-0.479220811,-0.473936049,0.471395899,-0.302283645,0.417019029,-0.223755461,0.872734218,-0.495053197,-0.475167879,-0.327586712,0.696611349,-0.171500105,0.39471285,-0.415990147,0.127014802
ARPP19,0.555962099,-0.398855696,-0.466980488,-0.489169138,0.332650453,-0.361430846,0.386233674,-0.367061528,1.452532605,-0.491445185,-0.426583842,-0.322348016,0.620392393,-0.31174868,0.239448368,-0.215409834,-0.239893359
PTH2R,0.563424954,-0.260710536,-0.255238069,-0.022013949,0.230749489,0.076086678,-0.19009612,-0.235392324,-0.171597754,-0.258775056,-0.177327903,-0.249502727,0.445913958,-0.241097395,-0.180647783,-0.216415415,-0.245277684
NRGN,0.623631909,-0.509663125,-0.494914427,-0.531056258,0.632865141,-0.545894472,0.55596808,-0.53231627,1.613035385,-0.648169561,-0.450060857,-0.44418096,0.660837477,-0.524546668,0.561335885,-0.273560168,0.367544964
ARL15,0.409612154,-0.513428722,-0.614946203,-0.110782277,0.219182817,0.178801866,0.668518759,0.232875934,-0.593362208,-0.449711127,0.473217931,0.091448618,0.421720615,0.046893759,0.47824861,0.339386153,0.14307598
GNAL,0.450009075,-0.386063847,-0.244050582,0.00715248,-0.364269485,0.581457981,-0.355975488,0.842385121,-0.124145364,-0.384562956,-0.359618934,-0.288754857,-0.136238929,0.5802738,0.241193642,-0.191552402,-0.312889108
SLC22A10,0.445666902,-0.378757181,-0.372810884,-0.37188998,1.358864963,-0.317520393,0.983225952,-0.316915872,-0.336521358,-0.37462986,-0.362720076,-0.352434246,-0.028309275,-0.312708679,0.385262474,-0.303666278,0.154629371
PART1,0.523857803,-0.342541448,-0.353620522,-0.357838088,0.308091097,-0.352742344,0.654269125,-0.347532011,0.283937689,-0.333717528,-0.33711945,-0.350270917,0.712421159,-0.351076346,0.600068211,-0.255877264,-0.116849266
CDH13,0.536932459,-0.438602552,-0.629194183,0.346143843,-0.449675219,0.329362756,-0.191083776,0.087349139,-0.31057274,-0.284592312,-0.522775597,1.060184837,0.490706428,0.82959118,-0.278634907,-0.574562181,1.079301394
CFAP299,0.515529733,-0.256946665,-0.246058082,-0.245545282,0.314321587,-0.185839103,0.240568272,-0.200704604,-0.225956963,-0.258184745,-0.248273081,-0.241957827,0.502561281,-0.224662232,0.334088881,-0.241493163,-0.23989854
CHRM3-AS2,0.536962578,-0.342880466,-0.345101362,-0.32868395,-2.57E-05,0.580604167,0.320742831,-0.244450468,-0.327455882,-0.348452121,-0.337529771,0.162365233,0.365063539,-0.079411582,0.23234914,-0.333537365,-0.325914918
TTC6,0.53970654,-0.175973239,-0.207739286,0.199154613,0.011766911,-0.170057984,-0.152367125,-0.191611607,-0.201815752,-0.192109282,-0.211666652,-0.196418058,0.132141258,-0.193272982,-0.160498274,-0.176775658,-0.193939924
CHSY3,0.550273855,-0.633778493,-0.698976801,-0.549595977,0.965373023,0.270580876,0.770327328,-0.147581029,-0.612129473,-0.629014796,-0.271713378,0.071902532,0.932314798,0.606104867,0.692029366,-0.385860607,1.148973924
TRHDE,0.414641137,-0.438443066,-0.478883486,-0.331030662,1.1508249,-0.185031782,0.362050636,-0.294529529,-0.062815374,-0.458040451,-0.457492304,1.252304413,0.292658189,-0.462601931,-0.444901239,-0.44404335,1.772323116
LINC00276,0.570966814,-0.221547589,-0.171397389,-0.09230624,-0.06822449,-0.089263972,-0.062606314,-0.091094081,-0.256885777,-0.228795582,-0.215272981,-0.044206414,0.083071556,-0.107026021,0.087251175,-0.207738768,-0.03265167
MCTP1,0.584641241,-0.674157127,-0.666609484,-0.003987078,-0.048960352,-0.090953338,0.378086941,0.41366853,-0.410665818,-0.662777941,-0.583622363,0.220351377,1.424038515,1.06167217,1.444345258,-0.46860606,-0.342192414
GDA,0.46601435,-0.412147049,-0.401503434,-0.409923609,0.244086055,-0.01177467,0.566145037,-0.38546147,0.576738063,-0.422702581,-0.399581625,0.01596968,0.323714541,-0.234201808,0.950229485,-0.362022175,0.501422241
NRG1,0.307695774,-0.556442983,-0.554168329,-0.541414067,0.839884901,-0.000306053,1.55714001,-0.515536739,-0.397535124,-0.559464922,-0.530968023,-0.42761604,1.549243499,1.116076199,1.106096608,-0.468958899,-0.240089416
PDE7B,0.377821039,-0.542927394,0.849043266,0.516854609,-0.008777904,0.264603504,-0.403444087,-0.294849127,-0.447258602,-0.534821025,-0.480774523,-0.115267241,-0.37553816,-0.204091609,-0.499536527,0.84340079,-0.503799159
SNED1,0.502644161,-0.382039185,0.009674867,-0.35062801,0.657018739,-0.217375999,-0.038645478,-0.214811778,-0.364360645,-0.380507147,-0.352594664,0.009146505,0.758002173,-0.247555232,-0.243238693,0.85578569,-0.181731263
BICC1,0.465158198,-0.384802052,0.361258048,-0.272721702,-0.053860235,0.298522675,-0.106085195,-0.378737744,-0.347573052,-0.391917368,-0.332019582,0.065278567,0.286544382,-0.18257757,0.237354146,0.026661785,-0.353507435
AC087280.2,0.389292484,-0.312308232,-0.28103847,-0.282682932,0.33507852,0.086603709,0.302546358,-0.171664351,-0.27834595,-0.311463226,-0.292556787,0.262860313,0.345674463,-0.031319624,0.433426316,-0.256221825,0.444118536
NELL1,0.531690674,-0.587212674,-0.583900449,0.35528555,0.564978431,0.256391275,0.523566683,-0.548356585,-0.381493927,-0.580434789,-0.562991628,0.276584956,1.147669939,-0.497075692,0.360410842,-0.534439285,0.91373998
AC097512.1,0.563970936,-0.201760339,-0.199864711,-0.200741889,0.428193895,-0.193463199,-0.144177336,-0.194079684,-0.17414819,-0.205079903,-0.195333051,-0.199630954,0.181342407,-0.187343463,-0.180336592,-0.192993703,-0.188676844
ANKRD33B,0.479804879,-0.37482412,-0.303481234,-0.330216703,0.369881046,-0.355487753,0.707758786,-0.139567937,-0.035303564,-0.369892743,-0.360591009,-0.068951652,0.64783878,-0.353326877,0.655090757,-0.197233937,-0.354064824
LINC01197,0.577549239,-0.322685397,-0.318521516,-0.319375748,-0.274496286,0.508952185,-0.145913647,-0.234695791,-0.099569808,-0.316658957,-0.310908536,0.477855055,0.677465257,-0.223589423,-0.092094347,0.290120241,-0.311036657
SCHLAP1,0.423092203,-0.259474777,-0.199846921,-0.256949394,1.473673058,-0.250487688,-0.146998157,-0.25108191,-0.210655503,-0.260129449,-0.251127763,-0.253794315,0.082003594,-0.251884771,-0.216674659,-0.241409808,-0.255842243
STAT4,0.562224637,-0.385401615,-0.382515112,-0.370400513,0.23955784,0.081519082,0.210035481,0.162230459,-0.294144907,-0.384510326,-0.295516805,0.13132255,0.30843689,-0.19782293,0.303667198,-0.19114288,1.084072498
AC013652.1,0.476856991,-0.298058963,-0.234222524,-0.273580265,0.381746583,-0.12555219,-0.003063299,0.193796192,-0.263716018,-0.297293678,-0.286267555,-0.031907975,0.266071882,-0.003012136,0.247241173,-0.239160082,0.110651375
KHDRBS2-OT,0.427402273,-0.389219563,-0.394479001,-0.285712038,0.738184334,-0.011562099,0.282617723,0.290069764,-0.356619085,-0.389943036,-0.383561969,-0.092260161,0.562315188,-0.276275399,0.343102016,-0.365183814,0.607063016
LAMA2,0.472629922,0.48034557,-0.369087657,-0.379822749,-0.188848628,-0.297532058,-0.294429411,-0.362738571,-0.355333933,0.354302403,-0.345924301,-0.381686582,-0.206754277,-0.386427304,-0.347642679,1.640725465,-0.335824667
PTPRK,0.446137196,0.687233914,-0.562867448,-0.216495583,0.361322849,-0.819237033,0.064292606,-0.644728355,-0.650102644,0.894578162,-0.801094521,-0.717104355,0.71539434,-0.871181357,-0.804476713,0.384171839,-0.859617672
VWA3A,0.589619652,-0.277941679,-0.018753161,-0.264527072,-0.016332435,-0.222929901,-0.015418167,-0.212024457,-0.265694703,-0.274139656,-0.26627088,-0.235171503,0.262050363,-0.134885201,0.87473983,-0.260452089,-0.087998362
NETO1,0.399421843,-0.543870209,-0.542222981,-0.044128466,0.092668994,-0.208573034,0.639976378,0.003118669,-0.305891673,-0.538306398,-0.524214838,1.191805191,0.965128858,0.796449757,0.632493674,-0.498018654,-0.193343262
KLHL29,0.45089093,-0.444483797,-0.438756136,-0.41275617,0.334188365,0.288609593,0.425061193,0.273999283,-0.366047283,-0.433060385,-0.439280836,0.232782254,0.483736165,0.39187783,0.251770854,-0.155297808,0.042455349
AC011246.1,0.413722515,-0.245555544,-0.238708354,0.256991264,-0.133609383,-0.197316011,0.214415926,-0.215729902,-0.233539424,-0.243325926,-0.219820551,-0.224742089,0.019973363,-0.19065316,1.401517143,-0.06438284,-0.095336577
STXBP5-AS1,0.42699625,-0.491513815,-0.434611494,-0.422432927,0.74983564,-0.214045565,0.907585338,0.481034426,-0.401180878,-0.481768343,-0.464338199,0.292558531,0.192970604,-0.41456135,0.813738264,-0.372651612,0.228811627
DAB1,0.538968163,-0.72857121,-0.610783327,0.776080761,-0.372544779,1.005671482,-0.288978847,0.625732959,-0.753231097,-0.609881596,-0.642195343,0.950156985,-0.197859584,1.15486574,-0.058160665,-0.465661618,1.266912341
MGAT4C,0.427944556,-0.700644303,0.64477811,-0.686515848,0.151256591,0.048922339,0.151829904,0.009894443,-0.528723531,-0.702371582,-0.622727905,1.012775698,-0.321583251,1.58697793,0.107147619,-0.633537857,1.253858294
VSNL1,0.606983416,-0.635200876,-0.642521384,-0.623644822,0.433423904,-0.244317946,0.706699969,0.067809952,1.2751875,-0.73014168,-0.60648249,0.220743564,0.577942586,0.023594268,0.397225841,-0.533600917,0.130360693
SYNPO2,0.406138512,-0.41046485,-0.349944406,-0.403298645,0.438423095,-0.1335954,0.588557451,-0.094557823,-0.143831501,-0.407817193,-0.390239983,-0.300330491,0.846556607,-0.171448345,1.555806998,0.186939348,-0.307539343
