,EX.UL,OLI.1,AST,OPC,EX.DL1,IN.VIP,EX.DL2,IN-PV,EX.NRGN,OLI.2,MGL,IN.SST,EX.NRG1,IN.SV2C,EX.DL3,END/PER,EX.DL4
LINC02254,0.1903458,-0.215909,-0.2008858,-0.210929,0.4144947,0.2247659,0.2915966,-0.2005831,-0.1924292,-0.2158298,-0.2076727,-0.2022003,0.9380327,-0.1955604,0.01069238,-0.1857139,-0.1420579
AC090709.1,0.3060906,-0.3133546,-0.310848,-0.3046606,0.351044,-0.06123075,0.4835059,0.2297176,-0.2964597,-0.3198199,-0.3066099,-0.0179847,0.5768657,0.171104,0.3243968,-0.2984394,0.3706851
LINC01435,0.1744264,-0.1868302,-0.1726877,-0.1785378,0.3085059,-0.02329054,0.4195888,-0.1610204,-0.1623659,-0.1915953,-0.1796689,-0.1786043,0.7690896,-0.1679004,0.1786623,-0.1647656,-0.05291147
LINC02008,0.02544199,-0.1306069,-0.1209416,-0.1119987,-0.01934227,0.1279894,0.1326993,-0.07150818,-0.1226605,-0.1434986,0.1159831,0.0875969,0.5389755,-0.1215357,0.659855,-0.1285013,-0.002042817
BDNF,0.2471492,-0.1526285,-0.147179,-0.1360367,0.3211009,-0.1478866,-0.08830814,-0.1496797,0.1562071,-0.1525014,-0.1494371,-0.1529045,0.5568092,-0.1539013,-0.08450781,-0.1145509,-0.1223234
AC040174.1,0.2483936,-0.1362536,-0.1324791,-0.1332174,-0.02970817,-0.130697,0.02836952,-0.08496098,-0.109313,-0.1375086,-0.1361029,-0.1297146,0.7576535,-0.1369001,0.3245054,-0.1266106,-0.1131318
AC112481.2,0.3052147,-0.1339385,-0.1300762,-0.1268918,-0.05666092,-0.05931719,-0.02825225,-0.1141332,-0.124472,-0.140468,-0.1329128,-0.1211274,0.5325404,-0.1206983,0.0325712,-0.1210154,0.2931749
SAMD3,0.1699431,-0.134901,-0.1269729,-0.1237165,-0.093103,0.03921088,-0.04682215,-0.07196971,-0.129879,-0.1383514,-0.01024855,0.02303089,0.3312403,-0.01939567,-0.08588093,-0.09370159,2.928591
SV2C,0.06344513,-0.1636301,-0.1529824,-0.1543702,-0.1000718,-0.09132466,-0.1017563,-0.133781,0.08480195,-0.1740595,-0.157671,-0.1465397,-0.03912145,3.504013,-0.03498866,-0.117328,-0.1308396
TRPC3,-0.07204696,-0.1855056,-0.1821715,0.2275382,0.03380468,-0.1135484,0.005992381,0.03636808,-0.1582823,-0.1858961,-0.1593735,-0.1694353,-0.08648356,2.485444,0.04595321,1.50568,0.5837809
AC137770.1,0.02017044,-0.1352632,-0.1113969,-0.1297021,-0.08743077,0.2939083,-0.1480265,-0.08296553,-0.1504163,-0.1215499,-0.1127951,-0.1269206,0.07416568,2.575703,-0.1421009,-0.04184099,-0.1337029
HAPLN1,-0.1234438,-0.1253528,-0.09720441,0.127781,-0.1182558,0.145538,-0.1215646,0.5008152,-0.1224977,-0.1215114,-0.1256815,-0.1047657,-0.1219676,2.058919,-0.1141122,-0.1047363,-0.1141382
CPLX3,-0.07927537,-0.09588348,-0.05524774,-0.09497052,-0.08514299,0.1034071,-0.07670612,-0.08745695,-0.05366091,-0.09923339,-0.09527929,-0.09195082,-0.08529205,2.280416,0.2516462,-0.0907084,-0.06402502
LINC01344,-0.07980709,0.03214316,0.04455951,-0.07149614,-0.08220557,-0.03959292,-0.07660962,-0.06054351,-0.1134444,0.06317241,-0.09712887,-0.05048765,-0.07590903,1.395219,-0.07978369,-0.108894,-0.09624264
CA3,0.09960888,-0.169737,-0.05492953,0.1775788,-0.002701496,-0.05686125,0.06986145,-0.1506969,-0.2077971,-0.1510488,-0.1872548,0.01231564,0.2958537,0.9497118,0.06709722,-0.1496947,0.01657969
KIRREL1,-0.09799794,-0.1073183,-0.1056584,0.03676653,-0.05646175,0.3275744,-0.09574882,0.02096417,-0.1070884,-0.1105831,-0.1043799,-0.03982116,-0.08020277,1.499462,-0.09000417,0.9571031,-0.1090086
CA1,0.1110645,-0.1597588,-0.09250207,0.1934425,-0.03540657,-0.03098637,0.09013523,-0.1191355,-0.1864496,-0.1919093,-0.1760425,0.005504744,0.2282483,0.9426925,0.02730125,-0.1575511,0.04821946
BMP6,-0.07736379,-0.1034684,-0.1034887,-0.1010701,-0.0937331,0.2894395,-0.09599284,-0.05146972,-0.09763176,-0.1085665,-0.09442641,0.2261475,-0.006018147,1.112555,0.1227348,1.350519,-0.09693248
SFRP1,-0.1295188,0.2176083,-0.1178488,-0.03832283,-0.1294826,0.06258959,-0.1278445,-0.07410574,-0.120361,0.3781327,-0.1305619,-0.04516747,-0.1277235,1.012284,-0.1315982,-0.1269008,-0.1387092
PCBP3,-0.1313854,0.008328464,-0.03563475,-0.1860153,0.3614976,0.1268214,0.1374125,-0.1900471,-0.1675768,0.1976593,0.02341686,-0.1535559,-0.08349075,0.4523141,-0.07318784,0.9825193,0.0130031
AC005064.1,-0.07433315,-0.03397036,-0.07126164,-0.06989979,-0.08009658,0.3521612,-0.07379582,-0.07831523,-0.08420765,-0.06385047,-0.0796997,0.1717401,-0.07643799,0.7757154,-0.07102967,-0.03069136,-0.07378334
PRSS12,0.2086854,-0.1514015,-0.1498033,-0.1458381,0.2665015,-0.09031878,0.1199334,-0.115145,-0.08159081,-0.1518992,-0.1488299,-0.01189436,-0.146393,0.8097215,-0.1353273,0.07438676,-0.03861411
AP002989.1,0.254984,-0.1021258,-0.1089724,-0.1087843,-0.1028238,-0.09824742,-0.09716332,-0.06388959,-0.1105217,-0.08268457,-0.1045141,-0.09642368,-0.08403913,0.8803723,-0.09745155,-0.02981174,-0.08782208
MYH11,-0.09551268,0.2151635,-0.06671097,-0.08876782,-0.08773677,-0.08068705,-0.08115426,-0.09312825,-0.1178136,0.2286041,-0.005604924,-0.09784897,-0.09150018,0.5863793,-0.08672325,0.3241257,-0.08397738
HCRTR2,-0.002971453,-0.1070082,-0.1045285,-0.1000223,-0.04729953,0.1854151,-0.06739282,-0.09584865,-0.09375453,-0.1097057,-0.1038155,0.01057277,0.1926368,0.6480997,0.9396173,-0.09324427,0.1178443
NDNF,-0.05592855,-0.05875005,-0.03980712,-0.05876213,-0.05835339,0.2593192,-0.05661155,-0.05878949,-0.05600051,-0.06012154,-0.05827937,-0.03986857,-0.05417338,0.6079665,-0.055381,0.001872898,-0.05529655
NMBR,-0.03014642,-0.05740354,-0.01575365,-0.02290631,0.008231349,-0.009842526,-0.02873014,-0.04907501,-0.05687312,-0.04421462,-0.07152314,-0.03282486,-0.01172663,0.6221157,-0.03492435,-0.04970845,-0.05281342
TEX41,-0.02987212,-0.1462764,-0.1559009,-0.1424592,0.4876977,-0.03674873,0.3202665,-0.02385273,-0.1488028,-0.1441757,0.02442664,-0.09722582,0.4850343,0.3960571,0.08709627,0.01651516,-0.1476612
SLC16A10,0.2762493,-0.2785676,-0.2800075,0.09153599,0.01236827,0.2352006,-0.04597351,0.2495801,-0.246833,-0.2807363,-0.268987,0.2454716,0.3888388,0.2769623,-0.1038838,-0.2579814,0.1347046
CCBE1,0.3731398,-0.2213257,-0.08707483,-0.2192819,-0.1590364,0.18818,0.1208237,-0.1611955,-0.1556959,-0.2225567,-0.2157343,-0.1740576,0.1872173,0.3306292,0.41029,-0.2073639,-0.1791749
CCN2,-0.08697136,-0.08443563,-0.08486031,-0.06441457,-0.06303368,0.1999165,-0.05012436,-0.0801647,0.04377832,-0.08830318,-0.08928334,-0.07049078,-0.0147706,-0.03297488,1.519408,0.829039,-0.09060502
LINC02718,-0.01659674,-0.04822914,-0.1031358,-0.09043471,0.01071473,-0.05669109,0.000931957,0.04581686,-0.1071587,-0.01730904,-0.09268975,-0.05981234,-0.02797304,-0.06375887,1.63617,-0.02848485,0.05159943
NPFFR2,-0.07679131,-0.1066394,-0.1027799,-0.1044779,0.4715782,-0.08965934,0.1018275,-0.02035687,-0.08674505,-0.1077068,-0.1045727,-0.0900674,0.06948007,-0.09074634,1.570651,-0.1063376,-0.09635415
AC022126.1,0.00931335,-0.1045719,-0.04317289,-0.1013782,-0.04611916,-0.08136325,-0.01107499,-0.06249327,-0.1051595,-0.1123316,-0.09874917,0.4076944,0.1397948,-0.07660401,1.200246,0.1333717,-0.033689
SEMA3D,-0.05731508,-0.1032019,0.1498949,-0.07457514,-0.08728916,-0.09517807,0.03602467,0.0374754,-0.05233012,-0.1102566,-0.1099682,0.01120494,0.08679534,-0.1106783,1.369035,-0.005178462,-0.05966938
KRT17,-0.06374133,-0.07697288,-0.09275217,-0.08372821,0.2955292,-0.0844744,0.02629981,-0.08434426,0.1090355,-0.1159208,-0.0697065,-0.08782011,0.1266167,0.08552089,1.143938,-0.05435846,-0.09664857
AC023503.1,-0.0600993,-0.06819588,-0.06881867,-0.06777646,-0.05241201,-0.06187114,0.2698212,-0.06309858,-0.064985,-0.06841295,-0.0652139,-0.06470432,-0.04956989,-0.06720445,1.274079,-0.06551239,-0.06581656
AC104689.2,-0.05502384,-0.1265686,-0.1281404,-0.1260141,0.7175658,-0.110868,0.3196577,-0.1167495,-0.1233955,-0.1300892,-0.1043497,-0.1182398,0.1503983,-0.104684,0.9082155,-0.1252524,-0.003645928
AC079163.2,0.005487635,-0.09760511,-0.09007799,-0.09536392,-0.01949549,-0.09159088,0.4173441,-0.08663897,-0.08453303,-0.09457878,-0.09077572,-0.09360604,0.0959364,-0.07521601,1.04912,-0.08683542,-0.08042697
DPP4,0.03238883,-0.1283494,-0.1276305,-0.1249951,0.2878296,-0.1212675,0.1213883,0.01073494,-0.1017521,-0.130018,0.008958376,-0.1126345,0.2738174,-0.1166517,1.116507,-0.1240167,-0.05754412
SGCG,0.04438251,-0.1207453,-0.1180479,-0.1151638,0.6116352,-0.09819607,0.1356555,-0.07100518,-0.09903208,-0.1278609,-0.1111469,-0.1004484,-0.07672877,-0.09388074,0.75861,-0.0900223,-0.06174615
OLFML2B,-0.07744712,-0.05663861,-0.08835536,-0.08530768,-0.0792416,-0.02922823,-0.07646699,-0.07815508,-0.03826999,-0.006241777,0.4224399,-0.07564763,0.4763146,-0.08166334,0.7309215,-0.01700305,-0.08367322
PTPRG-AS1,0.05927757,-0.2295694,-0.008717872,-0.01039092,0.134701,-0.03942362,0.4457592,0.07978888,-0.2438541,-0.2182463,-0.2525115,-0.001514185,0.2006028,-0.02895828,0.523658,-0.06675635,0.934955
SNTG2,0.09600024,-0.188515,-0.1849369,-0.182857,0.3374742,0.1378524,0.2065828,-0.04697233,-0.1852402,-0.2002298,-0.183833,0.001652418,0.5203192,-0.02056336,0.6608143,0.003829686,0.1297944
EBF1,-0.07752635,-0.08459406,-0.06084619,-0.07353262,-0.07036595,-0.07658229,-0.08138002,-0.07698101,-0.08054688,-0.08844224,-0.07640567,-0.06883541,-0.07030194,-0.07616531,-0.07504233,6.060817,-0.07218078
MECOM,-0.05540919,-0.06882748,-0.06993187,-0.05699869,-0.05567766,-0.06432234,-0.05897585,-0.0601414,-0.07254686,-0.07977503,-0.07210041,-0.05496928,-0.0590855,-0.04889777,-0.06531164,4.516292,-0.0606333
ATP10A,-0.07886088,-0.10896,-0.09195826,-0.09293539,-0.03195339,-0.05689469,0.07875281,-0.05973896,-0.08470681,-0.1116895,-0.03405424,-0.09851279,0.2188764,-0.04084745,0.03383286,4.676151,-0.06005327
CLDN5,-0.07484278,-0.07764306,-0.02704149,-0.07225434,-0.0755678,-0.07182685,-0.07242634,-0.07597238,-0.05773737,-0.08249377,-0.06815512,-0.07502591,-0.07431984,-0.07628682,-0.02502294,5.070482,-0.07305506
ITIH5,-0.06550921,-0.08079287,-0.06442907,-0.08157931,-0.06856655,-0.0597157,-0.07140853,-0.06126167,-0.08056515,-0.08606979,0.01263066,-0.07132651,-0.06515136,-0.07439806,-0.05659931,5.13346,-0.04303122
AC092957.1,-0.05453877,-0.07018792,-0.04467527,-0.06725118,-0.06060664,-0.06164204,-0.05455957,-0.05676132,-0.07191469,-0.07395006,-0.06999808,-0.05937555,-0.05488092,-0.06269625,-0.05338783,4.062962,-0.06697903
THSD4,0.1274314,-0.1542071,-0.009468735,-0.1499178,-0.06412184,0.02109906,-0.03768241,0.0136929,-0.1497751,-0.1467462,-0.1571318,0.2091838,-0.0744908,-0.1363744,-0.04251927,3.158134,-0.1022121
LEF1,-0.05527773,-0.07326458,-0.06896944,-0.06819129,-0.06678202,-0.06609187,-0.06747835,-0.01208562,-0.07246713,-0.07486241,-0.05159154,-0.06750439,-0.06558759,-0.06330596,-0.06294906,4.261538,-0.06334845
IFI27,-0.05603808,-0.06584574,-0.02585276,-0.06939621,-0.03865809,-0.06954214,-0.04381636,-0.0635138,-0.05573977,-0.06440678,-0.06083592,-0.07051498,-0.04275621,-0.05780426,-0.02050997,3.869519,-0.06152094
ABCG2,-0.04749892,-0.07965548,-0.07070238,0.03880069,-0.07329824,-0.07539434,-0.06997039,-0.07057798,-0.07429996,-0.08433187,0.1520923,-0.06876308,-0.06547865,-0.08500042,-0.06226947,3.658533,-0.06502334
FN1,-0.02395136,-0.06962866,0.1131146,0.01003526,0.04051645,0.03277282,-0.04861601,0.03371581,-0.208037,-0.1416587,-0.1885001,-0.09580326,-0.03744143,-0.03513245,0.04772079,2.55252,0.1451806
VWF,-0.02174161,-0.03544662,-0.07276847,-0.05548941,-0.05491351,-0.07747982,-0.06225497,-0.06574681,-0.08199049,0.04538866,-0.06548577,-0.0610609,-0.06593815,-0.06634633,-0.04389409,3.394594,-0.06391795
ADGRF5,0.2755555,-0.1618013,-0.1557686,-0.1593977,-0.04996463,-0.1356271,-0.007676223,-0.1434759,0.06844864,-0.1629047,-0.1497618,-0.1347533,0.01149564,-0.1121522,-0.1074966,3.328939,-0.1416355
SLC19A1,-0.04268895,-0.1251556,0.1112775,-0.0669929,0.009837292,-0.01295866,0.007863577,-0.04238649,-0.06669841,-0.1070958,0.086989,-0.03760964,-0.04348104,-0.04220265,-0.04222547,2.662809,0.1165756
ST8SIA6,-0.03899962,-0.08660197,-0.08935131,-0.08675962,-0.05776652,0.20719,-0.07114002,-0.03702424,-0.09190007,-0.0935577,-0.05972481,0.002865561,-0.02336694,-0.06178966,-0.04253336,2.998914,0.4943468
LINC02147,-0.03168818,-0.07146439,-0.05819342,-0.06546596,-0.04404942,-0.008635759,-0.01049251,-0.05059273,-0.07272879,-0.07169359,-0.03638018,-0.06510552,-0.03947093,0.005938663,-0.03631302,2.726521,-0.04097743
SYNE2,-0.0130828,-0.1173285,-0.1020503,0.1508884,-0.04911293,0.1038255,-0.02487722,0.009133801,-0.1433895,-0.06776357,-0.05708183,-0.04898901,-0.02958057,0.01049768,0.05231256,2.991855,0.07146134
PODXL,0.1669746,-0.1295234,-0.1242191,-0.05080333,-0.04475053,-0.03024206,-0.05077441,-0.1246026,-0.000490076,-0.1065623,-0.1400281,-0.1020203,-0.001561959,-0.08709889,0.01113131,2.868354,0.04376927
SLC2A1,-0.08551812,0.01802298,0.1589436,0.03716521,-0.06764713,-0.05806535,-0.08072014,-0.08572234,-0.08016228,0.01667885,-0.1059393,-0.09650349,-0.06262371,-0.07215365,-0.09858497,2.525018,-0.09191846
ID1,-0.07845322,-0.08767789,0.2546577,-0.08096482,-0.04571653,-0.06284707,-0.06776205,-0.07874459,-0.07564521,-0.09338416,-0.06990634,-0.07361443,-0.0783786,-0.09422667,-0.07444202,3.013596,-0.07862335
RBPMS,-0.02466851,-0.1476132,0.3299137,-0.1372549,-0.04034023,-0.02540216,-0.03714606,-0.008712351,-0.1499492,-0.1520763,-0.1234566,-0.04655833,-0.02917704,-0.01045689,-0.005452605,2.646934,0.04747864
NOTCH3,-0.04768076,-0.07258619,0.03800011,-0.06461823,-0.06061895,-0.06719585,-0.05930217,-0.0595761,-0.06438272,-0.07665792,-0.06485597,-0.06681276,-0.03916373,-0.06616244,-0.02127865,3.057589,-0.04346701
SLC6A12,-0.08136226,0.1187967,-0.0424277,-0.03199201,-0.08783703,-0.07795324,-0.0808084,-0.08641921,-0.09181444,0.06619704,-0.07332579,-0.08366917,-0.0735145,-0.08796499,-0.08710294,2.603955,-0.09997401
COL4A1,0.1116331,-0.1640645,-0.08594702,-0.1409211,-0.05527755,-0.1145614,0.07543321,0.4146288,-0.1524805,-0.1698183,-0.1582151,0.05092244,-0.1405367,0.5610599,-0.09116423,1.416052,0.2702085
EMCN,0.07325468,-0.08412261,-0.07720095,-0.07268546,-0.05764647,-0.06564667,-0.03725118,-0.06192857,-0.08338602,-0.0904053,-0.0824896,-0.07882537,-0.01204782,-0.06480744,-0.04989846,2.667506,-0.05393625
ERG,-0.0487927,-0.08875485,-0.09170131,-0.08300854,-0.06636489,-0.07266419,-0.02335092,0.00712571,-0.09047317,-0.09532206,-0.08830689,-0.08234791,-0.06593443,-0.07258003,0.5077689,2.871789,1.857411
HIGD1B,-0.007985105,-0.07704221,-0.07265401,-0.06464239,0.007690102,-0.009475587,-0.01732059,-0.006333051,-0.07539835,-0.08973971,-0.07486585,-0.04897441,-0.01422479,0.003338076,-0.009003694,2.527433,0.02421742
COL1A2,-0.04628702,-0.04623099,-0.0454457,-0.04608834,-0.04588404,-0.02360979,-0.04715457,-0.04543839,-0.04074093,-0.04691002,-0.03398989,-0.04760077,-0.04314951,-0.03761878,-0.04428631,1.962605,-0.03614402
MUSTN1,-0.04705769,-0.06102005,0.008875739,-0.03989429,-0.04772387,0.1011606,-0.04862145,-0.002935249,-0.06522899,-0.08000535,-0.01990024,-0.06997493,-0.04491631,-0.04982952,-0.04352521,2.09663,-0.05524007
GNG11,-0.04982573,-0.04947927,-0.03303877,-0.04735729,-0.05058203,-0.0501,-0.04686458,-0.05022272,-0.0412859,-0.05563736,-0.04965371,-0.04969763,-0.04933348,-0.04870473,-0.04376233,2.349489,-0.04757456
ADIRF,-0.0762983,-0.07579552,0.2159451,-0.07917522,-0.06224829,-0.08348625,-0.000540998,-0.01694838,-0.02824651,-0.09155029,-0.05480873,-0.06130827,-0.08020021,-0.08012846,-0.05938262,2.294468,-0.05982988
CARMN,-0.04329747,-0.05278881,-0.04995693,-0.05135264,-0.0436785,-0.05024439,-0.03973423,-0.04567869,-0.05505156,-0.05229131,-0.04455646,-0.04701246,-0.04673369,-0.04496443,-0.0388206,2.389682,-0.04316603
PTH1R,-0.04917393,-0.1320654,0.2199355,-0.08829567,0.06832835,0.0485033,-0.008271491,0.09417102,-0.08068942,-0.1332748,-0.1042771,-0.08716929,-0.06982286,-0.1084827,-0.1050239,2.083421,-0.07908074
CFH,-0.05137309,-0.05361497,-0.05405113,-0.05491659,-0.0499059,-0.03335067,-0.0447262,-0.04952352,-0.05210543,-0.05413233,-0.04243559,-0.05211686,-0.04806503,-0.05329951,0.02542782,2.50932,0.02616981
TFPI,-0.02517445,-0.0583868,-0.05632896,-0.05280136,-0.04626872,-0.05462009,0.011599,-0.0524123,-0.05451877,-0.05834771,-0.05043169,-0.05570124,-0.0148197,-0.05738378,-0.02636379,2.090446,-0.02800337
PALMD,0.3367428,-0.1337038,-0.1279679,-0.1264972,-0.1052331,-0.09205319,-0.1204768,-0.08812185,-0.1058483,-0.1366565,-0.1226569,-0.1283716,-0.1241401,-0.1229535,0.1270937,1.959586,-0.12141
KLF2,-0.03672809,-0.07771478,-0.06005831,-0.06360293,-0.03313591,-0.02035761,-0.01243164,-0.0074513,-0.03709938,-0.07208983,0.08563744,-0.004807372,-0.03115227,-0.02465776,-0.03263077,2.032223,-0.05960476
GGT5,-0.0453934,-0.05456672,-0.0420715,-0.05298649,-0.04723092,-0.05440626,-0.04513182,-0.04564511,-0.05523404,-0.05659611,-0.05040299,-0.04991454,-0.04512959,-0.04511013,-0.04276534,2.572254,-0.03180551
TGM2,-0.03187345,-0.04894119,-0.05066426,-0.05109322,-0.001616325,-0.04737352,-0.04546603,-0.0492597,-0.05007789,-0.05143636,-0.04982789,-0.04609497,-0.04064022,-0.04376838,-0.0482374,1.91839,-0.05157778
CA4,0.3975272,-0.1880992,-0.1832976,-0.1934521,0.09736928,-0.05362301,-0.1674857,-0.05447652,0.001449717,-0.1989871,-0.1915698,-0.1263586,0.121701,-0.1105691,-0.1357514,1.672653,-0.171554
MYL9,-0.03687838,-0.05298004,-0.0387224,-0.05667516,0.06859983,-0.05503819,-0.01474486,-0.04823919,-0.04303271,-0.05880213,-0.03813338,-0.05433611,-0.03969776,-0.04688611,-0.04198431,1.648042,-0.05510172
IFITM2,-0.06114414,-0.06317816,0.09376976,-0.06311961,-0.0626824,-0.06035532,-0.06348356,-0.06288264,-0.05885442,-0.07162275,0.1659508,-0.06499772,-0.06201435,-0.06525593,-0.06170753,1.797083,-0.06748434
HMCN1,-0.02905478,-0.0556647,-0.05267152,-0.03811106,-0.03435112,-0.02283502,-0.02672222,-0.02357563,-0.05984617,-0.05495032,-0.0387113,-0.02456244,-0.02353869,-0.02369892,-0.009094675,1.673496,-0.03372352
COL6A2,-0.05432114,-0.06786945,0.003516193,-0.06494728,0.02948504,-0.03644882,-0.05674009,-0.06340252,-0.06296916,-0.06613132,-0.04606955,-0.06336073,-0.05385418,0.2455819,-0.05558071,1.915093,-0.06147499
DEPP1,-0.06452724,-0.1061908,0.05561371,-0.10044,-0.04026929,-0.06110509,0.2560989,0.1171355,-0.000755824,-0.1031922,-0.08219716,-0.0102102,-0.02847232,0.1804201,-0.04505748,1.148563,0.03267653
CYP1B1,0.3836836,-0.148844,-0.1389104,-0.1282841,-0.1300439,-0.1324831,-0.06217802,-0.1033611,0.000330141,-0.1502684,-0.1231323,-0.09097317,-0.03454168,-0.09531711,-0.0513352,0.6985047,0.5957137
NOSTRIN,-0.02283476,-0.06727773,-0.06719645,0.02568539,-0.04286255,-0.03159868,-0.03333915,-0.05250956,-0.06641266,-0.06584741,-0.0691473,-0.04978437,-0.04334316,-0.05596196,-0.03179871,2.270416,-0.03767832
TM4SF1,-0.04392943,-0.0447798,-0.04681505,0.0540135,-0.04497248,-0.04486804,-0.04584046,-0.04679284,-0.04385772,-0.04865567,-0.04566614,-0.04450178,-0.04755084,-0.04691589,-0.04511201,1.479828,-0.04259716
PCAT19,-0.03798224,-0.04259117,-0.04169313,-0.04369848,-0.03831106,-0.03342606,-0.03763316,-0.03828132,-0.03968182,-0.04446448,-0.04262783,-0.03917816,-0.03678775,-0.03786925,-0.03535176,1.613265,-0.03277092
SLC12A7,-0.09348972,-0.09957266,0.1409792,-0.0140864,-0.09655395,-0.03666313,0.07025142,-0.09145478,-0.0846421,-0.09830482,0.3982381,-0.0956335,-0.08957297,-0.09374841,-0.08755577,2.135588,-0.09275955
CYYR1,-0.01868221,-0.103259,-0.104205,-0.09154861,0.09913652,0.2374806,0.07280671,0.06292721,-0.09848066,-0.1049479,-0.102649,-0.06930549,-0.04137897,-0.008112206,-0.02462913,1.585529,0.003014449
AC097528.1,-0.04547611,-0.05941823,-0.05830007,-0.05557693,-0.02332215,-0.04830156,0.01339887,-0.04756181,-0.05945576,-0.06493552,-0.05507354,-0.0565154,-0.04455872,-0.05230157,0.6933504,1.261171,-0.04681949
ICAM2,-0.03993076,-0.04638748,-0.04639157,-0.04542187,-0.03861193,-0.04527684,-0.0431246,-0.04272804,-0.04249619,-0.04797987,0.02139906,-0.04120562,-0.04283201,-0.04720864,-0.04529176,1.717333,0.003523978
BTNL9,0.08474103,-0.1038717,-0.1036212,-0.1024068,0.2707418,-0.09637921,-0.05863256,-0.1016588,-0.05103116,-0.1074961,-0.1001284,-0.09489303,0.07681043,-0.1009954,-0.008617639,1.885057,-0.07314762
RERGL,0.1491881,-0.09010678,-0.08167914,-0.08300026,-0.06510275,0.01265232,-0.0566415,-0.05033576,-0.08385963,-0.09523922,-0.08781843,-0.07706325,-0.06173208,-0.07488497,-0.007501163,1.38208,-0.01474167
ANKRD37,0.05728759,-0.09675622,-0.03304855,-0.06203275,0.05179974,0.02767492,0.02076869,0.04499972,-0.03617962,-0.09458854,-0.06990962,-0.02403896,0.01020978,0.06008169,0.02511902,0.935783,0.003004376
CAVIN2,-0.03970844,-0.04194312,-0.04093717,-0.04102086,-0.04073328,-0.03984036,-0.03854651,-0.04098956,-0.03531208,-0.04354056,-0.04354056,-0.04014167,-0.04064084,-0.03933234,-0.03854417,1.666776,-0.04354056
ACTA2,0.02279668,-0.117842,-0.04976751,-0.05490118,0.215897,-0.07304989,0.1361855,-0.04056056,-0.09648691,-0.1169893,0.1048496,-0.06638235,0.0326302,-0.05223362,0.127396,0.6413086,0.09149911
TAGLN2,-0.05587323,-0.007972713,-0.04269459,-0.05382879,-0.01749269,0.002918603,-0.07741549,-0.0475547,-0.05300221,-0.02308089,-0.02276408,-0.01827637,0.02046703,-0.03571119,-0.03868781,1.866258,-0.07662058
CD34,-0.03677362,-0.04721223,-0.04386646,-0.04585124,-0.03575135,-0.03761241,-0.03656916,-0.03972719,-0.04704112,-0.04692759,-0.04623991,-0.04085881,-0.03794066,-0.03867391,-0.03727453,1.788389,-0.03585445
AC114757.1,-0.02786327,-0.04661227,-0.0385334,-0.03653401,-0.03794091,-0.03866833,-0.03875826,-0.02645737,-0.05134309,-0.05271109,-0.04972034,-0.0346262,-0.01788262,-0.02930239,-0.04116151,1.43992,0.1007843
EDN1,-0.005088093,-0.06653935,-0.04626099,-0.05392769,-0.0202118,-0.02457655,0.04947689,-0.03881939,-0.06347671,-0.06421911,-0.06720005,-0.03786293,-0.01210871,-0.03228157,0.1289822,1.098267,0.1086122
TAGLN,-0.0147951,-0.001502196,-0.02403732,-0.06537846,0.01896412,-0.003110724,0.02880005,0.07144227,-0.1303866,0.03876637,-0.06389521,0.0735421,-0.02138548,0.0125219,0.008112931,0.6467691,0.107389
SMOC2,-0.0498229,-0.0891972,-0.08306642,-0.001517903,-0.06596913,0.1875939,-0.06136249,0.2802836,-0.0788594,-0.09144184,-0.08573113,0.01857267,-0.07138322,-0.008137701,-0.06390429,1.47821,-0.07902526
ALPL,-0.04485271,-0.09640285,-0.05654009,0.1345787,0.06199837,-0.08327562,0.3019963,-0.08760692,0.001084953,-0.1002176,-0.09169775,-0.0948109,-0.0369341,-0.09380824,0.003526311,1.101433,-0.08798689
C11orf96,-0.06970369,-0.01940492,-0.06751324,0.2431127,-0.06617749,-0.05476187,-0.002136074,0.09855348,-0.002165624,-0.06246946,-0.09006583,0.001387411,-0.03960867,-0.006104395,-0.0699849,0.933428,-0.08063811
